nflId,snaps_played,Position,Name,height,weight,xSTRAIN
44976,125,OLB,Matt Milano,6-0,223,0.39705087918
44984,1,QB,Nathan Peterman,6-2,225,-0.1095360328323
44987,69,TE,Eric Saubert,6-5,253,0.128402358297
44991,102,NT,Davon Godchaux,6-3,311,0.38884669475
44995,140,RB,Aaron Jones,5-9,208,0.106008802278
44999,258,SS,Chuck Clark,6-0,205,-0.04846928894
45006,29,OLB,Jordan Evans,6-3,242,-0.11854342137
45007,11,DT,Vincent Taylor,6-3,311,0.06156582557
45008,10,ILB,Tanner Vallejo,6-1,228,0.448680019951
45009,161,DE,Al-Quadin Muhammad,6-4,250,0.717145856
45011,82,DT,D.J. Jones,6-0,321,-0.08032482982
45012,259,C,Chase Roullier,6-4,312,-0.191324452664
45020,45,FS,Brandon Wilson,5-10,200,0.11073876438
45021,58,SS,Rudy Ford,6-0,204,-0.097713422152
45033,8,DE,Ifeadi Odenigbo,6-3,258,-0.122762549621
45038,20,DE,Isaac Rochell,6-4,280,0.009711101858
45042,71,FS,Adrian Colbert,6-2,205,-0.2095866088
45045,21,OLB,Elijah Lee,6-2,229,-0.13713835321
45056,197,G,Kyle Fuller,6-5,320,-0.1580904234002
45063,7,DE,Pat O'Connor,6-4,270,-0.14478056228
45094,33,TE,Johnny Mundt,6-4,232,-0.256258070071
45142,25,TE,Darrell Daniels,6-3,256,-0.117210412105
45159,17,QB,Phillip Walker,5-11,212,0.33423428924
45203,6,DE,Tashawn Bower,6-5,250,0.33777582759
45215,145,OLB,Eric Wilson,6-1,230,0.0693504805511
45217,16,TE,Cethan Carter,6-3,248,0.0990993234
45226,89,NT,Josh Tupou,6-3,345,0.24673944043
45244,32,QB,Taysom Hill,6-2,221,0.22612488723
45268,112,FB,Patrick Ricard,6-3,311,-0.1489800852716
45274,175,DE,Adam Butler,6-5,300,0.150953572823
45281,40,TE,Jacob Hollister,6-4,245,-0.242962096746
45287,232,CB,Kenny Moore,5-9,190,-0.281837323818
45302,30,CB,Torry McTyer,5-11,188,0.11355720597
45321,36,TE,Antony Auclair,6-6,256,-0.27860675701
45339,103,TE,Pharaoh Brown,6-6,258,-0.434480591438
45395,67,CB,Arthur Maulet,5-10,190,-0.07820033458
45481,169,TE,Ricky Seals-Jones,6-5,243,0.100849285174
45532,110,TE,Blake Jarwin,6-5,260,0.042102727156
45533,19,ILB,Joseph Jones,6-0,231,-0.36753299738
45550,59,T,Elijah Wilkinson,6-6,329,-0.5069069275
45573,151,RB,Austin Ekeler,5-10,200,0.5010035069029
45594,13,TE,Colin Thompson,6-4,255,0.048550771952
45630,211,T,Storm Norton,6-7,317,-0.22767492527
45635,149,TE,Robert Tonyan,6-5,237,0.13620902206
45719,9,RB,Dare Ogunbowale,5-10,205,-0.1695640987847
45785,129,TE,Dan Arnold,6-6,220,-0.1225255523678
46070,186,QB,Baker Mayfield,6-1,215,0.106400821076
46071,120,RB,Saquon Barkley,5-11,233,-0.55300358674
46072,255,QB,Sam Darnold,6-3,225,0.228502533
46073,187,CB,Denzel Ward,5-11,191,-0.20487236864
46074,13,OLB,Bradley Chubb,6-4,275,0.152978956543
46075,104,G,Quenton Nelson,6-5,330,-0.16072564918
46076,221,QB,Josh Allen,6-5,237,0.090391674056
46077,217,ILB,Roquan Smith,6-0,230,-0.241102816245
46080,216,SS,Minkah Fitzpatrick,6-1,207,0.2016429397
46081,170,NT,Vita Vea,6-4,347,0.0303563011656
46082,212,DT,Daron Payne,6-3,320,0.2229386361
46083,35,DE,Marcus Davenport,6-6,265,0.056619195108
46085,182,MLB,Tremaine Edmunds,6-5,250,-0.180596393763
46086,182,FS,Derwin James,6-2,215,0.033684362169
46088,100,OLB,Leighton Vander Esch,6-4,256,0.337710925002
46089,136,C,Frank Ragnow,6-5,311,0.003934483295
46090,227,C,Billy Price,6-4,312,-0.229393481352
46091,142,ILB,Rashaan Evans,6-2,234,-0.24856539827
46092,201,T,Isaiah Wynn,6-2,310,-0.325098369759
46094,145,TE,Hayden Hurst,6-4,245,-0.291730770945
46097,211,SS,Terrell Edmunds,6-1,217,-0.134248273641
46098,35,DT,Taven Bryan,6-4,291,0.0377098204664
46101,260,QB,Lamar Jackson,6-2,212,0.376876466
46102,222,G,Austin Corbett,6-4,305,-0.21495226857
46103,267,G,Will Hernandez,6-2,327,-0.215684347565
46104,71,RB,Nick Chubb,5-11,225,-0.102584727942
46105,228,MLB,Shaquille Leonard,6-2,230,0.407264941602
46108,210,G,James Daniels,6-3,305,-0.199780395797
46110,236,OLB,Harold Landry,6-2,250,0.18409503767
46117,115,OLB,Uchenna Nwosu,6-2,251,0.028533252114
46119,215,G,Connor Williams,6-5,298,-0.160132450337
46121,63,DE,Kemoko Turay,6-5,248,0.116207608621
46122,63,SS,M.J. Stewart,5-11,205,0.17593388223
46123,242,FS,Jessie Bates,6-1,200,0.08824991233
46127,81,CB,Isaiah Oliver,6-0,210,-0.124852633141
46131,218,T,Brian O'Neill,6-7,297,-0.115652308089
46132,154,CB,Carlton Davis,6-1,206,-0.211276710801
46133,176,DE,Tyquan Lewis,6-3,277,0.2063002891909
46135,161,OLB,Lorenzo Carter,6-5,250,0.090308476965
46137,154,SS,Justin Reid,6-1,204,0.171013251458
46138,118,DT,B.J. Hill,6-3,311,0.130274075537
46139,179,MLB,Fred Warner,6-3,236,0.48508038318
46140,64,RB,Royce Freeman,6-0,238,-0.604584230027
46141,64,DT,Nathan Shepherd,6-4,315,-0.38792139215
46142,229,ILB,Jerome Baker,6-2,225,0.390977159452
46143,101,T,Geron Christian,6-6,315,-0.31952365811
46144,83,DT,Derrick Nnadi,6-1,310,0.1355830340091
46146,220,DE,Sam Hubbard,6-5,265,-0.0318423230842
46148,178,DE,Rasheem Green,6-4,279,0.0502827724742
46151,180,FS,Tracy Walker,6-1,210,0.011550573166
46152,297,T,Orlando Brown,6-8,345,-0.152482482763
46153,10,DT,Justin Jones,6-3,309,0.14045441388
46155,216,TE,Mark Andrews,6-5,255,-0.270804868943
46156,53,DE,Arden Key,6-5,240,0.2596455156
46157,65,ILB,Oren Burks,6-3,233,-0.07616155962
46162,138,SS,Ronnie Harrison,6-3,214,0.320308932616
46163,273,G,Alex Cappa,6-6,305,-0.047868891252
46165,30,DT,Harrison Phillips,6-3,307,0.0565789106212
46166,1,C,Mason Cole,6-5,292,0.0667018635141
46167,131,TE,Jordan Akins,6-4,243,0.089953422155
46168,36,CB,Isaac Yiadom,6-1,190,0.14681789426
46169,2,OLB,Dorian O'Daniel,6-1,220,0.302619855524
46170,154,TE,Ian Thomas,6-3,260,-0.145461346104
46171,6,DE,Jalyn Holmes,6-5,283,0.2571767585666
46173,97,RB,Nyheim Hines,5-9,198,-0.167715123502
46175,52,ILB,Josey Jewell,6-1,236,0.0246258831084
46180,222,C,Brian Allen,6-2,302,-0.229588315918
46185,45,DE,Dorance Armstrong,6-4,255,0.22310436797
46186,181,SS,Jordan Whitehead,5-10,198,-0.1101487827537
46187,256,CB,Anthony Averett,5-11,178,-0.277425123
46188,135,ILB,Kyzir White,6-2,216,0.828501746
46189,120,TE,Will Dissly,6-4,267,-0.337334294096
46190,179,CB,Taron Johnson,5-11,192,0.0828725919
46191,213,ILB,Kenny Young,6-1,235,-0.234039693108
46192,114,TE,Durham Smythe,6-6,260,-0.1408192236
46194,166,CB,Avonte Maddox,5-9,184,-0.241673959937
46197,70,DE,Kentavius Street,6-2,287,-0.05570787603
46198,29,T,Will Richardson,6-6,303,-0.128653053835
46199,146,DE,Josh Sweat,6-5,253,0.012017979867
46203,149,RB,Chase Edmonds,5-9,210,0.094749987152
46204,141,DE,John Franklin-Myers,6-4,288,-0.1539796047
46205,36,DE,Marquis Haynes,6-2,235,0.321039887527
46206,151,TE,Dalton Schultz,6-5,242,-0.309093411187
46209,10,DT,Maurice Hurst,6-2,291,0.04548878423
46212,116,ILB,Ja'Whaun Bentley,6-2,255,0.13567440006
46214,142,DE,Bilal Nichols,6-3,313,0.07787121378011
46216,11,ILB,Micah Kiser,6-0,244,-0.02136222431
46219,71,OLB,Genard Avery,6-0,250,-0.072235932448
46221,200,SS,Dane Cruikshank,6-1,209,-0.4785222608
46226,185,TE,Tyler Conklin,6-3,254,-0.2178461112367
46229,49,OLB,Ogbonnia Okoronkwo,6-1,253,-0.0724345001816
46230,178,MLB,Jermaine Carter,6-0,225,0.9679926622
46232,45,DT,Tim Settle,6-3,308,0.170303455663
46235,218,G,Wyatt Teller,6-4,315,-0.103462378976
46240,34,QB,Mike White,6-4,225,0.0123508374183
46249,100,DT,Folorunso Fatukasi,6-4,318,-0.04855721725
46250,14,OLB,Kylie Fitts,6-3,260,0.0643358363529
46253,37,OLB,Marcell Harris,6-0,208,0.20588025708
46255,114,DE,Jacob Martin,6-2,242,0.20902314816
46259,165,FS,DeShon Elliott,6-1,210,0.17238982227
46264,185,NT,Sebastian Joseph,6-4,310,0.4114311029
46267,4,G,Reginald McKenzie,6-3,320,0.038985253558
46269,207,ILB,Foyesade Oluokun,6-2,215,0.011538028295
46275,101,T,Matt Pryor,6-7,332,-0.09682360263
46284,253,C,Bradley Bozeman,6-5,317,-0.2847006448
46302,158,T,Jordan Mailata,6-8,344,-0.168828014864
46304,27,OLB,Zaire Franklin,6-0,236,0.114674813
46307,88,DT,Zach Sieler,6-6,290,0.249645776992
46313,7,OLB,Justin Lawler,6-4,265,-0.112835076282
46320,37,RB,Justin Jackson,6-0,200,-0.28194204878
46322,34,WR,Auden Tate,6-5,228,-0.93480894683
46354,95,CB,Emmanuel Moseley,5-11,184,0.154212148
46367,22,RB,Phillip Lindsay,5-8,190,-0.32980774499131
46387,12,DT,Kendal Vickers,6-3,295,-0.38614140237
46416,36,OLB,Jacob Tuioti-Mariner,6-2,285,-0.175506204584
46424,21,FB,Jason Cabinda,6-1,235,0.091049863007
46438,42,NT,Tyler Lancaster,6-3,315,0.124564501435
46457,88,OLB,Olasunkanmi Adeniyi,6-1,248,-0.4526323849
46487,144,NT,Poona Ford,5-11,310,-0.0914123699571
46504,14,DT,Daniel Ekuale,6-3,300,-0.05867492789
46521,156,ILB,Ben Niemann,6-2,233,-0.1612866792498
46526,141,RB,Darrel Williams,5-11,224,-0.228679219072
46527,57,OLB,Frankie Luvu,6-3,235,0.338014131963
46536,7,FB,Johnny Stanton,6-2,245,-0.150195400518
46543,25,DE,Henry Mondeaux,6-4,280,0.55611178987
46618,35,DT,Taylor Stallworth,6-2,305,0.177512117575
46629,46,C,Nick Gates,6-5,307,-0.151044531269
46652,197,CB,Chandon Sullivan,5-11,189,-0.14115231353
46657,38,OLB,Dennis Gardeck,6-0,232,0.097744485145
46672,73,CB,Tavierre Thomas,5-10,205,-0.019702633907
46679,150,C,Evan Brown,6-2,302,-0.169068792122
46680,187,SS,Sean Chandler,5-10,205,0.135944362534
46689,32,G,Ike Boettger,6-6,318,-0.02301229655
46700,78,CB,Tre Herndon,5-11,185,-0.30637882213
46757,74,CB,Charvarius Ward,6-1,195,0.54515191283
46775,221,CB,J.C. Jackson,6-1,198,-0.0526404624
46778,2,FS,A.J. Moore,5-11,202,-0.526532827213
46786,2,DE,Bunmi Rotimi,6-4,275,-0.039382518057
46796,7,DE,Demone Harris,6-4,272,-0.32163206914
46843,4,OLB,Sharif Finch,6-4,250,-0.58392055746
46902,51,OLB,Robert Spillane,6-1,229,-0.31864072709
46958,103,MLB,Chris Board,6-2,230,-0.027688640922
47016,176,ILB,A.J. Johnson,6-2,255,0.0551805158
47180,2,QB,John Wolford,6-1,200,0.228899892183
47605,29,RB,D'Ernest Johnson,5-10,208,-0.05678272766
47749,32,FB,Jakob Johnson,6-3,255,-0.340508960042
47784,205,QB,Kyler Murray,5-10,207,-0.0476792904655
47785,138,DE,Nick Bosa,6-4,266,0.29953069519
47786,133,NT,Quinnen Williams,6-3,303,0.0463992469
47787,53,DE,Clelin Ferrell,6-4,265,-0.081572475542
47788,279,ILB,Devin White,6-0,237,-0.070543993945
47789,245,QB,Daniel Jones,6-5,220,0.375554109
47790,165,OLB,Josh Allen,6-5,262,0.0347429982689
47791,256,TE,T.J. Hockenson,6-5,248,-0.037281477357
47792,117,DT,Ed Oliver,6-1,287,0.107640601989
47793,120,ILB,Devin Bush,5-11,233,0.19248701814
47794,224,T,Jonah Williams,6-4,305,-0.459930387
47795,184,OLB,Rashan Gary,6-5,277,0.33911871113
47796,143,DT,Christian Wilkins,6-4,315,0.26528161454
47797,256,G,Chris Lindstrom,6-4,307,-0.1253348828571
47799,196,DE,Brian Burns,6-5,250,0.111968036116
47800,154,DE,Dexter Lawrence,6-4,342,0.342753644788
47801,218,C,Garrett Bradbury,6-3,305,0.030838238511
47802,223,DT,Jeffery Simmons,6-4,300,-0.33855777195
47803,231,TE,Noah Fant,6-4,249,-0.14794379434
47804,231,SS,Darnell Savage,5-11,200,-0.65976515994
47805,161,T,Andre Dillard,6-5,315,-0.105618780949
47806,214,T,Tytus Howard,6-5,322,-0.33755069227
47809,212,DE,Montez Sweat,6-6,262,0.404413818
47810,275,SS,Johnathan Abram,6-0,205,0.3691710405
47811,157,DT,Jerry Tillery,6-6,295,-0.0730193729167
47812,19,DE,L.J. Collier,6-2,291,-0.225728955693
47814,218,T,Kaleb McGary,6-6,306,-0.25206311505
47816,184,CB,Byron Murphy,5-11,190,0.090162804716
47818,218,T,Jawaan Taylor,6-5,312,-0.121238346852
47821,123,G,Cody Ford,6-3,329,-0.152950326468
47823,115,CB,Trayvon Mullen,6-2,200,0.3793219448945
47824,219,G,Dalton Risner,6-5,312,-0.0215270927349
47825,23,QB,Drew Lock,6-4,228,-0.0535604325
47826,5,MLB,Jahlani Tavai,6-2,250,0.45899430247
47827,109,G,Elgton Jenkins,6-5,310,-0.232276319289
47828,77,CB,Joejuan Williams,6-3,212,-0.13565781741
47829,119,CB,Greedy Williams,6-2,184,-0.45827045671
47830,65,FS,Marquise Blair,6-2,195,0.08004757781
47832,41,DE,Ben Banogu,6-3,252,0.2932506883628
47835,54,TE,Drew Sample,6-4,259,-0.01750260597
47836,131,RB,Miles Sanders,5-11,211,-0.091190273207
47838,193,G,Max Scharping,6-6,325,-0.16614251758
47840,19,TE,J.J. Arcega-Whiteside,6-2,225,-0.016656543211
47844,270,FS,Taylor Rapp,6-0,208,0.30205981492
47846,146,FS,Juan Thornhill,6-0,205,-0.32639456905
47848,99,DE,Zach Allen,6-4,281,-0.0040116246856
47853,162,RB,Darrell Henderson,5-8,200,-0.070664772337
47854,166,DE,Dre'Mont Jones,6-3,281,0.261972289029
47855,101,OLB,Germaine Pratt,6-2,245,-0.158755550383
47856,74,RB,David Montgomery,5-10,222,-0.005461237949
47857,126,RB,Devin Singletary,5-7,203,0.120889344414
47860,46,DE,Chase Winovich,6-3,251,0.07574471755
47863,33,OLB,Sione Takitaki,6-1,238,-0.084323887529
47864,191,SS,Will Harris,6-1,207,-0.02190090206
47867,63,DT,Khalen Saunders,6-0,324,0.163735242627
47868,6,OLB,Jaylon Ferguson,6-5,275,-0.34017731833
47870,83,RB,Damien Harris,5-11,215,0.01985956022
47871,20,MLB,Cody Barton,6-2,237,-0.394981825568
47872,232,MLB,Bobby Okereke,6-1,234,0.33883400962
47873,57,G,Connor McGovern,6-5,308,-0.104577161718
47874,6,T,Trey Pipkins,6-6,307,0.078976931198
47877,197,CB,Jamel Dean,6-1,206,-0.48362410995
47878,82,OLB,Oshane Ximines,6-4,250,0.09628366084722
47879,167,TE,Dawson Knox,6-4,254,-0.019179882997
47881,137,OLB,Quincy Williams,5-11,226,0.12214782719
47882,187,FS,Mike Edwards,5-10,200,-0.160272050574
47888,181,SS,Chauncey Gardner-Johnson,5-11,208,0.53013329298
47889,218,DE,Maxx Crosby,6-5,255,-0.0265336111
47890,58,OLB,Anthony Nelson,6-7,272,-0.0420379908874
47891,84,SS,Julian Love,5-11,193,-0.09653557702
47892,152,SS,Khari Willis,5-11,215,0.408915125155
47899,60,FS,Amani Hooker,5-11,210,0.3908915431
47900,52,OLB,Austin Bryant,6-6,261,-0.121009017736
47906,205,G,Ben Powers,6-4,310,-0.2458535481
47911,58,RB,Tony Pollard,6-0,209,-0.3307080152
47913,81,ILB,Drue Tranquill,6-2,234,-0.2851476825767
47914,43,G,Wes Martin,6-3,316,-0.404777120242
47915,122,FS,Ugochukwu Amadi,5-9,201,0.08268048353
47917,98,NT,Greg Gaines,6-1,312,0.4998156046
47919,83,G,Michael Jordan,6-6,315,-0.090646551353
47933,136,DE,Kingsley Keke,6-3,288,0.19896623092
47934,139,OLB,Andrew Van Ginkel,6-4,242,-0.0350803658965
47938,36,OLB,Mack Wilson,6-1,240,-0.428694007
47939,88,OLB,Justin Hollins,6-5,248,-0.0882781377117
47940,18,ILB,Blake Cashman,6-1,235,0.29133591212
47944,86,DE,Charles Omenihu,6-5,280,-0.005081048805
47947,10,OLB,E.J. Speed,6-4,230,-0.43897344266
47948,40,DE,Joe Jackson,6-4,275,-0.009642949323
47952,222,G,David Edwards,6-6,308,-0.236534771793
47956,274,OLB,Cole Holcomb,6-1,240,-0.0018722160649
47959,61,TE,Kaden Smith,6-5,252,0.090131471767
47971,237,ILB,David Long,5-11,224,0.20115142684
47973,65,NT,Armon Watts,6-5,295,-0.013592820126
47975,42,DE,Isaiah Buggs,6-3,295,0.26514469292
47976,218,T,Olisaemeka Udoh,6-5,323,0.028684179704
47985,4,T,Isaiah Prince,6-7,305,-0.061394679935
47987,56,RB,Travis Homer,5-10,202,-0.090531130004
47995,176,G,Dennis Daley,6-6,324,-0.120432714733
47996,44,SS,Donovan Wilson,6-0,204,0.55144930371
48008,6,DE,Darryl Johnson,6-6,253,-0.40592797161
48011,21,TE,Tommy Sweeney,6-5,251,0.062226638995
48017,137,RB,Myles Gaskin,5-10,200,-0.0481314849413
48026,111,SS,Nick Scott,5-11,200,-0.61170619936
48027,61,OLB,Kaden Elliss,6-3,240,0.36523812092
48032,46,DE,Michael Dogbe,6-3,284,0.128900513901
48034,19,OLB,Dakota Allen,6-1,232,-0.042489763702
48085,3,T,Fred Johnson,6-7,326,0.00155537577
48089,189,OLB,Malik Reed,6-2,235,0.0676990386025
48096,8,TE,Andrew Beck,6-3,255,-0.028462662924
48123,30,DT,Kevin Givens,6-1,285,0.33906300686
48145,68,DE,Wyatt Ray,6-3,255,0.22614604899
48158,31,G,Alex Bars,6-5,314,-0.1352475956106
48159,210,C,Sam Mustipher,6-2,311,-0.0820860091058
48198,60,NT,Bryan Mone,6-3,366,0.215595336309
48220,198,G,Patrick Mekari,6-4,308,-0.13747837057
48247,35,DE,Tim Ward,6-6,255,-0.0749064563
48268,168,MLB,Azeez Al-Shaair,6-2,228,0.41585175229
48364,43,OLB,Del'Shawn Phillips,6-2,230,0.18524971839
48447,7,FS,P.J. Locke,5-10,202,0.10889417274
48455,286,T,Matt Nelson,6-7,299,-0.0672633575223
48456,87,TE,Donald Parham,6-8,237,-0.39955048526
48462,14,DE,Kevin Strong,6-4,285,0.38672663459
48473,5,DE,Jonathan Ledbetter,6-4,280,0.11555065117
48475,3,TE,Chris Myarick,6-5,255,-0.13041114959
48476,168,CB,Nik Needham,6-0,193,0.154662376493
48482,14,MLB,Tyrel Dodson,6-0,237,-0.06233523101
48485,103,G,Blake Hance,6-5,310,-0.0893560314811
48487,22,CB,Cameron Lewis,5-9,185,-0.50508840672
48508,182,FS,Andrew Wingard,6-0,209,-0.1835188614627
48512,5,C,Ryan Bates,6-4,300,0.3281469243095
48520,3,DT,Anthony Rush,6-5,350,0.0436844287
48524,26,CB,Anthony Chesley,6-0,190,-0.159549768
48537,92,DE,Carl Granderson,6-5,261,-0.087368976086
48544,83,DT,Shy Tuttle,6-3,300,0.188707965591
48554,4,OLB,Andrew Dowell,6-1,225,0.174844506542
48565,22,CB,Chris Westry,6-4,197,-0.0700151327013
48566,2,DE,Daniel Wise,6-3,279,0.483568061223
48581,24,CB,Roderic Teamer,6-0,205,0.23033090283
48599,47,DT,Albert Huggins,6-3,305,0.105927073412
48663,34,DE,Amani Bledsoe,6-4,280,0.35906977413
48671,2,OLB,Derick Roberson,6-3,250,0.06483550363
48780,132,ILB,Troy Reeder,6-3,245,-0.026677909691
49410,221,FS,Jalen Thompson,5-11,190,-0.02017101846
52409,221,QB,Joe Burrow,6-4,216,0.396583527
52410,242,DE,Chase Young,6-5,265,-0.024206423234
52412,166,T,Andrew Thomas,6-5,326,-0.522426303
52413,100,QB,Tua Tagovailoa,6-1,218,0.24631758
52414,238,QB,Justin Herbert,6-6,237,0.254437977
52415,140,DT,Derrick Brown,6-5,318,0.103892633484
52416,218,ILB,Isaiah Simmons,6-3,225,-0.449757265619
52418,118,T,Jedrick Wills,6-5,320,-0.262442600638
52421,273,T,Tristan Wirfs,6-5,322,-0.316000546
52422,70,DT,Javon Kinlaw,6-6,310,-0.220016979956
52425,198,WR,CeeDee Lamb,6-2,189,-0.162939968295
52426,248,T,Austin Jackson,6-6,310,-0.180096136166
52428,74,OLB,K'Lavon Chaisson,6-4,250,-0.274820279788
52431,65,ILB,Kenneth Murray,6-3,234,0.04973605154
52432,163,G,Cesar Ruiz,6-3,319,-0.219677813063
52434,3,QB,Jordan Love,6-4,220,0.02692809551
52435,188,OLB,Jordyn Brooks,6-1,245,-0.3342564278
52436,181,MLB,Patrick Queen,6-1,227,0.27689584294
52438,43,CB,Noah Igbinoghene,5-11,196,0.052247851658
52440,84,RB,Clyde Edwards-Helaire,5-8,209,-0.213584383522
52442,201,WR,Michael Pittman,6-4,220,-0.039383551254
52443,212,RB,D'Andre Swift,5-10,211,-0.0494918345231
52444,231,FS,Xavier McKinney,6-1,197,0.12441958943
52445,199,FS,Kyle Dugger,6-2,216,2.88001949
52446,43,DE,Yetur Gross-Matos,6-5,264,0.383982971569
52447,267,G,Robert Hunt,6-5,322,-0.265215697232
52448,55,DT,Ross Blacklock,6-4,305,0.126290089866
52450,171,WR,Laviska Shenault,6-2,220,0.019199976682
52451,175,TE,Cole Kmet,6-6,258,-0.2931681980719
52452,110,SS,Grant Delpit,6-3,203,0.195989028556
52453,198,FS,Antoine Winfield,5-9,205,0.289313759983
52455,42,DT,Marlon Davidson,6-3,279,0.17509828775
52456,96,DE,Darrell Taylor,6-3,253,-0.19807092782993
52461,242,QB,Jalen Hurts,6-2,218,-0.0505527068343
52462,76,DE,A.J. Epenesa,6-5,280,0.0987058423053
52464,47,NT,Raekwon Davis,6-7,310,0.134317897782
52466,218,G,Ezra Cleveland,6-6,310,-0.179982790586
52468,121,OLB,Josh Uche,6-2,250,-0.049927747507
52469,142,CB,Kristian Fulton,6-0,200,-0.06068415604
52470,61,RB,A.J. Dillon,6-1,250,0.41903633064
52471,33,OLB,Willie Gay,6-2,235,0.25028525391
52472,230,FS,Jeremy Chinn,6-3,212,-0.077427895103
52473,239,ILB,Logan Wilson,6-2,250,0.03293328439
52474,99,RB,Antonio Gibson,6-2,221,-0.052972959175
52475,70,OLB,Julian Okwara,6-5,241,-0.27262506712
52476,72,SS,Ashtyn Davis,6-1,200,-0.08357667223
52477,160,G,Damien Lewis,6-3,332,-0.383012128103
52478,129,SS,Brandon Jones,6-0,205,-0.196199294196
52479,90,DT,Justin Madubuike,6-3,300,0.1260844309406
52480,198,G,Josh Jones,6-7,310,-0.13066112256534
52481,54,DT,Davon Hamilton,6-4,310,0.0262008400503
52482,43,OLB,Zack Baun,6-3,235,-0.226967203424
52483,286,G,Jonah Jackson,6-4,305,-0.090606740729
52486,256,C,Matt Hennessy,6-4,290,-0.16757453037
52491,266,C,Lloyd Cushenberry,6-4,315,0.0881978476101
52492,147,OLB,Terrell Lewis,6-5,252,-0.01066187443
52493,203,FS,Julian Blackmon,6-1,204,-0.46942906656
52494,86,RB,Zack Moss,5-10,215,-0.245334955422
52496,68,DT,Jordan Elliott,6-4,315,0.149175575618
52498,68,DE,Jonathan Greenard,6-3,259,-0.0127837836635
52502,29,TE,Josiah Deguara,6-3,240,0.018595676158
52503,12,DE,McTelvin Agim,6-3,300,0.3084490931688
52504,190,T,Lucas Niang,6-7,328,-0.025319462441
52506,88,OLB,Malik Harrison,6-3,245,0.56223595839
52507,115,T,Matt Peart,6-7,303,-0.353961814348
52510,126,OLB,Alex Highsmith,6-4,242,0.2020384597
52512,9,FS,Terrell Burgess,6-0,198,0.01988894258
52513,113,TE,Adam Trautman,6-6,253,-0.621453011624
52514,54,G,Tyre Phillips,6-5,345,-0.173362837538
52515,140,ILB,Akeem Davis-Gaither,6-2,215,-0.0969795825669
52518,88,CB,Darnay Holmes,5-10,198,0.036054392705
52520,28,RB,Joshua Kelley,5-11,219,0.0989053938615
52522,60,DT,Leki Fotu,6-5,335,2.44970700000037e-06
52523,68,TE,Harrison Bryant,6-5,240,-0.006120061151
52524,82,T,Ben Bartch,6-6,305,-0.052201056077
52525,151,DE,D.J. Wonnum,6-5,260,0.060570358937
52526,56,TE,Albert Okwuegbunam,6-5,255,0.203175843418
52527,17,ILB,Mykal Walker,6-3,219,0.167412181623
52530,4,QB,Jacob Eason,6-6,227,0.464075109414
52534,99,T,Charlie Heck,6-8,315,-0.837903953
52538,9,NT,James Lynch,6-4,295,0.249604224371
52539,49,NT,Rashard Lawrence,6-2,308,0.219242878417
52541,36,TE,Colby Parkinson,6-7,251,-0.186025704266
52542,81,FS,Jaylinn Hawkins,6-2,210,-0.3158449713634
52546,228,CB,L'Jarius Sneed,6-1,193,-0.227268642894
52548,18,MLB,Shaquille Quarterman,6-1,235,-0.40810682554
52551,99,G,Ben Bredeson,6-4,325,0.343608111665
52553,149,T,Jack Driscoll,6-5,296,-0.185039124
52554,215,C,Tyler Biadasz,6-3,320,0.0073051257271
52556,59,DE,Alton Robinson,6-4,260,-0.1562128213636
52563,62,OLB,Trevis Gipson,6-4,268,-0.12021716727
52566,212,CB,Bryce Hall,6-1,201,0.4754257496
52570,4,MLB,Khaleke Hudson,6-0,220,0.07364937995
52578,36,DT,Broderick Washington,6-3,305,0.091360390325
52582,45,DT,Larrell Murchison,6-3,291,0.2865782783
52585,155,DE,Michael Danna,6-2,255,-0.2491994917801
52586,132,ILB,Justin Strnad,6-3,235,0.11183696433
52587,30,DE,Bradlee Anae,6-3,265,0.028228960598
52589,86,G,Netane Muti,6-3,307,0.154669899573
52590,193,G,Michael Onwenu,6-3,350,0.2086812509977
52591,2,OLB,Cam Brown,6-5,233,-0.45317269161
52592,46,DT,Bravvion Roy,6-1,333,0.085668787706
52600,174,G,Jon Runyan,6-5,321,-0.237896426506
52602,4,DT,Khalil Davis,6-2,315,-0.029959930203
52603,170,T,Justin Herron,6-5,290,-0.385332405489
52605,35,NT,John Penisini,6-2,333,-0.035077747494
52607,271,SS,Jordan Fuller,6-2,205,0.19696317821
52622,153,WR,Freddie Swain,6-0,199,0.121158666237
52623,18,ILB,Markus Bailey,6-1,240,-0.65963554089
52624,226,FS,Kamren Curl,6-2,203,0.47743635558
52626,25,ILB,Carter Coughlin,6-4,245,-0.26612276424
52637,74,DE,James Smith-Williams,6-3,265,0.081253927425
52640,9,DT,Carlos Davis,6-2,320,-0.051120646073
52641,29,DE,Casey Toohill,6-4,247,0.0798891277796
52643,3,DE,Jashon Cornell,6-3,285,-0.10061744029
52649,7,MLB,Chapelle Russell,6-1,230,-0.304296006046
52650,102,OLB,Jonathan Garvin,6-4,250,-0.0300343668649
52651,118,CB,Chris Jackson,6-0,186,0.02738388233
52662,14,OLB,Derrek Tuszka,6-5,246,-0.30788521499
52663,201,ILB,Tae Crowder,6-3,235,-0.169691351215
52665,92,DT,Malcolm Roach,6-3,290,-0.031357406031
52666,151,T,Calvin Throckmorton,6-5,318,-0.28362337465
52733,154,RB,James Robinson,5-10,220,-0.04758782427709
52759,15,DT,Chris Williams,6-2,305,0.2682953725
