nflId,num_snaps,estimate,height,weight,birthDate,collegeName,officialPosition,displayName
43426,136,3.57577377456184,6-6,296,1994-06-09,Northwestern,DE,Dean Lowry
43435,158,3.33350457610665,6-3,261,1992-08-15,Grand Valley State,OLB,Matt Judon
43436,161,7.91377433525669,6-4,291,1993-03-31,Maryland,DT,Quinton Jefferson
43441,136,6.64212686849541,6-3,310,1994-01-11,Temple,DT,Matt Ioannidis
43447,146,1.42082380605435,6-5,324,1992-02-06,South Carolina,T,Brandon Shell
43453,286,-0.833256669184227,6-6,320,1993-06-16,Texas Christian,G,Halapoulivaati Vaitai
43455,132,6.75810786051202,6-3,347,1994-07-01,Clemson,NT,D.J. Reader
43456,1,8.89577987187789,5-11,207,1994-10-27,Midwestern State,SS,Marqui Christian
43460,9,1.10598887275674,5-10,210,08/26/1994,Arkansas,RB,Alex Collins
43465,5,-1.19062018692183,6-1,238,1993-05-23,Nebraska,FB,Andy Janovich
43474,4,6.78444724582911,6-0,202,1993-04-13,William &amp; Mary,FS,DeAndre Houston-Carson
43484,145,0.905004567387697,6-5,314,1993-09-11,San Jose State,G,Wes Schweitzer
43495,1,1.68808647672433,6-1,189,1994-08-16,Southern Mississippi,WR,Mike Thomas
43497,7,7.05650513907457,6-2,230,1994-05-16,Eastern Illinois,ILB,Kamu Grugier-Hill
43503,20,6.16339224824855,6-0,238,1994-04-22,Houston,ILB,Elandon Roberts
43516,31,7.94296629357207,6-5,265,1994-03-19,Vanderbilt,OLB,Stephen Weatherly
43522,1,5.63263066658,6-0,191,1994-04-06,Louisiana State,CB,Jalen Mills
43533,18,7.51955850674924,6-4,215,1994-02-11,Clemson,FS,Jayron Kearse
43540,3,7.87091174130388,6-2,236,1992-12-11,Oregon,ILB,Joe Walker
43638,94,5.54647315280401,6-3,292,1992-10-23,Ferris State,DT,Justin Zimmer
43641,17,2.48627055526355,5-9,184,1994-03-09,Mississippi,CB,Mike Hilton
43645,3,7.6553923507431,6-2,210,1994-02-09,Michigan,SS,Jarrod Wilson
43648,41,-1.79200079949203,6-5,315,1993-04-19,Cincinnati,T,Justin Murray
43694,47,8.55209201060413,6-0,340,1992-11-06,Samford,NT,Michael Pierce
43695,110,-0.317162094300585,6-3,313,1993-02-17,Duke,C,Matt Skura
43698,6,2.2445986357471,6-3,315,1992-12-20,Mississippi,DT,Woodrow Hamilton
43700,2,7.96176932747229,5-10,190,1993-09-20,Auburn,CB,Jonathan Jones
43712,1,4.79958355155224,6-0,198,1991-10-14,Florida Atlantic,CB,Sharrod Neasman
43722,17,0.908566578355024,5-10,195,1993-08-15,Arkansas State,RB,J.D. McKissic
43757,3,6.92580620931325,5-11,202,1992-10-28,Connecticut,SS,Andrew Adams
43775,70,3.01078020254674,6-4,263,1995-06-17,Notre Dame,OLB,Romeo Okwara
43787,60,2.58751115198388,6-5,294,1993-07-23,Texas-El Paso,DT,Roy Robertson-Harris
43791,130,8.46477087920112,6-3,275,1994-09-12,Colorado State-Pueblo,DE,Morgan Fox
43797,4,6.14603924942124,6-3,228,1993-11-18,Washington,OLB,Cory Littleton
43845,5,1.02280951662064,6-3,230,1993-01-30,California,TE,Stephen Anderson
43854,28,2.09632848021793,6-4,263,1993-07-31,Stanford,OLB,Brennan Scarlett
43938,8,3.66237596945137,6-1,318,1993-01-03,Southern California,DT,Antwaun Woods
43971,11,0.110556880714321,5-11,235,1993-07-22,"Augustana, S.D.",FB,C.J. Ham
43986,5,7.8442731516612,6-0,190,1993-01-24,South Carolina State,CB,Antonio Hamilton
44009,2,0.258611892462067,6-3,240,1993-08-28,Pittsburgh,TE,J.P. Holtz
44068,115,-0.249089025623005,6-3,313,1993-07-30,Duke,G,Lucas Patrick
44075,14,-1.26710397609088,6-4,240,1994-03-04,Air Force,TE,Garrett Griffin
44174,65,6.77505125507756,6-1,236,1993-02-22,Texas Tech,ILB,Sam Eguavoen
44202,2,6.74744045208531,6-0,200,1993-06-14,"Regina, Can.",CB,Tevaughn Campbell
44792,12,0.855346430819385,6-5,267,1993-09-19,Virginia Commonwealth,TE,Mo Alie-Cox
44813,186,3.60917634217017,6-4,272,1995-12-29,Texas A&amp;M,DE,Myles Garrett
44815,127,6.50113908362129,6-2,280,1995-08-26,Stanford,DT,Solomon Thomas
44816,13,0.146769112265736,6-0,228,1995-01-18,Louisiana State,RB,Leonard Fournette
44818,28,8.91841742847376,6-1,213,1995-10-17,Louisiana State,SS,Jamal Adams
44820,13,-1.59282563113747,5-11,205,1996-06-07,Stanford,RB,Christian McCaffrey
44825,157,4.86654132205013,6-1,235,1994-09-22,Temple,OLB,Haason Reddick
44826,142,5.87631631771847,6-3,259,1996-06-25,Tennessee,DE,Derek Barnett
44827,3,7.73892852877727,6-1,212,1996-04-02,Ohio State,FS,Malik Hooker
44828,2,8.39942747119285,6-0,197,1996-07-08,Alabama,CB,Marlon Humphrey
44829,200,6.71702844921471,6-3,300,1995-01-16,Alabama,DT,Jonathan Allen
44830,2,7.6100893628136,5-11,185,1995-09-18,Southern California,CB,Adoree' Jackson
44831,18,0.464245682547395,6-6,250,1994-11-18,Alabama,TE,O.J. Howard
44832,257,-1.21745080533473,6-5,300,1992-05-27,Utah,T,Garett Bolles
44834,137,8.38098092988146,6-3,250,1995-03-06,Missouri,OLB,Charles Harris
44837,20,8.92078682184973,5-11,213,1995-10-04,Michigan,SS,Jabrill Peppers
44838,120,3.40318859862631,6-2,265,1995-11-02,UCLA,DE,Takkarist McKinley
44839,2,5.6374779514031,5-11,192,1995-01-16,Louisiana State,CB,Tre'Davious White
44841,20,-0.486795441184383,6-4,246,1996-07-10,Miami,TE,David Njoku
44842,133,4.66609317563464,6-4,252,1994-10-11,Wisconsin,OLB,T.J. Watt
44844,163,0.645276814463458,6-6,314,1994-04-22,Wisconsin,T,Ryan Ramczyk
44845,1,6.64222426901849,6-3,200,1995-05-05,Washington,CB,Kevin King
44846,218,-0.121653248771177,6-6,320,1995-10-09,Alabama,T,Cam Robinson
44847,135,6.88401533313188,6-6,299,06/20/1996,Michigan State,DT,Malik McDowell
44848,15,3.14110417092713,5-10,195,1996-01-10,Washington,SS,Budda Baker
44851,5,3.33505866569371,6-0,207,1993-03-09,Florida,FS,Marcus Maye
44853,19,0.148514395939297,5-10,210,1995-08-10,Florida State,RB,Dalvin Cook
44857,16,0.875505434020174,6-6,257,1994-10-24,Ashland,TE,Adam Shaheen
44859,108,5.97481941525703,6-3,240,1995-05-23,Houston,OLB,Tyus Bowser
44860,23,1.86479447613113,6-1,220,1996-07-24,Oklahoma,RB,Joe Mixon
44863,76,8.79222941185605,6-4,280,1994-09-30,Florida State,DE,DeMarcus Walker
44867,101,8.33506712595207,6-3,318,1994-02-28,Alabama,DT,Dalvin Tomlinson
44869,9,5.70400332783087,6-3,238,1994-12-02,Vanderbilt,ILB,Zach Cunningham
44871,94,5.89952305516934,6-7,289,1994-06-14,Villanova,DE,Tanoh Kpassagnon
44872,2,3.25500470433406,6-0,202,1995-05-24,Colorado,CB,Chidobe Awuzie
44875,222,1.31448829036485,6-5,320,1994-04-26,Temple,T,Dion Dawkins
44876,272,0.926535634175905,6-5,325,1994-03-18,Western Michigan,T,Taylor Moton
44877,183,2.57092735024938,6-3,305,1994-06-03,North Carolina-Charlotte,DT,Larry Ogunjobi
44879,15,1.11112762221926,5-10,215,1995-07-25,Tennessee,RB,Alvin Kamara
44880,136,8.10081353558262,6-3,264,1995-03-02,Illinois,DE,Dawuane Smoot
44882,41,-1.60344489565876,6-3,303,1994-07-06,Ohio State,C,Pat Elflein
44886,139,5.45085106321972,6-5,300,1993-08-25,Michigan,DE,Chris Wormley
44887,2,8.1535875977971,6-1,230,1994-08-09,Louisiana State,ILB,Duke Riley
44888,28,8.33864112760438,6-3,240,1994-09-22,Florida,ILB,Alex Anzalone
44892,122,8.33824117705244,6-4,266,1994-03-18,Ohio,DE,Tarell Basham
44893,1,5.48524782723769,6-0,204,1994-04-09,UCLA,CB,Fabian Moreau
44902,1,6.07960908874687,6-0,198,1995-07-20,Central Florida,CB,Shaquill Griffin
44904,2,3.27774671763927,5-10,195,1995-08-31,Michigan,CB,Jourdan Lewis
44905,36,4.2223837973853,6-4,304,1995-07-24,Auburn,DE,Montravius Adams
44912,16,-1.62004190651868,6-3,248,1995-08-22,Florida International,TE,Jonnu Smith
44915,186,5.63072249351775,6-4,270,1994-12-05,Florida Atlantic,DE,Trey Hendrickson
44917,20,-0.865130360425082,6-1,233,1995-05-05,Pittsburgh,RB,James Conner
44922,50,3.51771208932025,6-3,316,1994-07-12,Iowa,DT,Jaleel Johnson
44925,1,6.13944597596091,6-0,202,1993-12-10,Alabama,SS,Eddie Jackson
44926,8,6.45097193909846,6-1,220,1994-01-25,Miami,SS,Rayshawn Jenkins
44927,15,-1.28216719732917,5-11,240,1995-09-16,Oklahoma,RB,Samaje Perine
44937,9,4.7203020486515,6-0,233,1995-01-31,Tennessee,OLB,Jalen Reeves-Maybin
44938,73,4.27131558695466,6-3,245,1995-05-09,Eastern Washington,DE,Samson Ebukam
44942,8,-0.18764223909808,6-6,330,1995-10-21,Florida,T,David Sharpe
44943,118,-1.88912267725195,6-7,325,1995-01-09,Bucknell,T,Julien Davenport
44944,124,4.05675576896781,6-5,275,1994-07-26,Arkansas,DE,Deatrich Wise
44947,13,1.91208999996993,6-0,213,1995-04-03,Brigham Young,RB,Jamaal Williams
44949,17,-1.6584112675038,6-4,284,1995-03-28,Oregon State,G,Sean Harlow
44955,74,5.17187879010513,6-3,297,1993-12-05,Clemson,DE,Carlos Watkins
44956,5,-0.644077816694366,6-0,210,1996-03-07,South Florida,RB,Marlon Mack
44957,119,8.78290962196241,6-4,315,1993-10-20,"Albany State, Ga.",DT,Grover Stewart
44964,3,8.26187032557928,5-10,201,1994-12-14,Iowa,CB,Desmond King
44968,7,8.40898845432654,6-0,226,1995-02-26,UCLA,ILB,Jayon Brown
44970,2,1.67078408770609,6-7,312,1993-09-14,Vanderbilt,T,Will Holden
44974,5,2.7727812529182,6-1,230,1995-08-08,Northwestern,MLB,Anthony Walker
44976,22,5.97762587097362,6-0,223,1994-07-28,Boston College,OLB,Matt Milano
44987,17,0.952479041141084,6-5,253,1994-05-01,Drake,TE,Eric Saubert
44991,102,6.67481588457285,6-3,311,1994-11-11,Louisiana State,NT,Davon Godchaux
44995,23,0.988771506135515,5-9,208,1994-12-02,Texas-El Paso,RB,Aaron Jones
44999,22,8.32287706228266,6-0,205,1995-04-19,Virginia Tech,SS,Chuck Clark
45006,4,4.97825089190503,6-3,242,1995-01-27,Oklahoma,OLB,Jordan Evans
45007,11,3.22402887676868,6-3,311,1994-01-05,Oklahoma State,DT,Vincent Taylor
45008,3,5.4544417829636,6-1,228,1994-12-16,Boise State,ILB,Tanner Vallejo
45009,152,3.7040028978186,6-4,250,1995-03-28,Miami,DE,Al-Quadin Muhammad
45011,81,4.94226752674686,6-0,321,1995-01-19,Mississippi,DT,D.J. Jones
45012,259,0.0135532790634696,6-4,312,1993-08-23,Wyoming,C,Chase Roullier
45020,1,3.04290723664015,5-10,200,1994-07-27,Houston,FS,Brandon Wilson
45021,7,5.99365836387878,6-0,204,1994-11-01,Auburn,SS,Rudy Ford
45033,8,3.89910763204049,6-3,258,1994-04-08,Northwestern,DE,Ifeadi Odenigbo
45038,20,7.74565033861491,6-4,280,1995-04-22,Notre Dame,DE,Isaac Rochell
45042,4,2.77976676148366,6-2,205,1993-10-06,Miami,FS,Adrian Colbert
45045,1,8.88464906526914,6-2,229,1996-02-08,Kansas State,OLB,Elijah Lee
45056,197,1.91362448808351,6-5,320,1994-03-04,Baylor,G,Kyle Fuller
45063,7,8.30606309329985,6-4,270,1993-11-01,Eastern Michigan,DE,Pat O'Connor
45094,7,1.01368139459593,6-4,232,1994-11-23,Oregon,TE,Johnny Mundt
45142,3,-1.66609073210685,6-3,256,1994-11-22,Washington,TE,Darrell Daniels
45203,5,2.38446718515195,6-5,250,1995-02-18,Louisiana State,DE,Tashawn Bower
45215,6,7.37585015749414,6-1,230,1994-09-26,Cincinnati,OLB,Eric Wilson
45217,3,-1.73230194718482,6-3,248,1995-09-05,Nebraska,TE,Cethan Carter
45226,89,4.54846467955364,6-3,345,1994-05-02,Colorado,NT,Josh Tupou
45268,57,-1.57461845288853,6-3,311,1994-05-27,Maine,FB,Patrick Ricard
45274,172,2.08986771083274,6-5,300,1994-04-12,Vanderbilt,DE,Adam Butler
45281,3,1.87189777241238,6-4,245,1993-11-18,Wyoming,TE,Jacob Hollister
45287,16,8.37148549702551,5-9,190,1995-08-23,Valdosta State,CB,Kenny Moore
45302,1,6.27274459765827,5-11,188,1995-04-10,Nevada-Las Vegas,CB,Torry McTyer
45321,21,1.86026816814349,6-6,256,1993-05-28,"Laval, Can.",TE,Antony Auclair
45339,29,0.241777290027983,6-6,258,1994-05-04,Oregon,TE,Pharaoh Brown
45395,8,5.53332223086099,5-10,190,1993-07-13,Memphis,CB,Arthur Maulet
45481,21,1.30162252110408,6-5,243,1995-03-15,Texas A&amp;M,TE,Ricky Seals-Jones
45532,10,0.0961908736603405,6-5,260,1994-07-16,Oklahoma State,TE,Blake Jarwin
45533,18,3.84196153604495,6-0,231,1994-02-21,Northwestern,ILB,Joseph Jones
45550,59,-1.04934069991265,6-6,329,1995-02-10,Massachusetts,T,Elijah Wilkinson
45573,20,1.35642127909336,5-10,200,1995-05-17,"Western State, Colo.",RB,Austin Ekeler
45594,8,-1.93153568083051,6-4,255,1993-12-15,Temple,TE,Colin Thompson
45630,211,-1.24722793477662,6-7,317,1994-05-16,Toledo,T,Storm Norton
45635,5,1.72360173251003,6-5,237,1994-04-30,Indiana State,TE,Robert Tonyan
45719,2,1.16366441923899,5-10,205,1994-05-04,Wisconsin,RB,Dare Ogunbowale
45785,8,0.119113826306438,6-6,220,1995-03-15,Wisconsin-Platteville,TE,Dan Arnold
46071,13,-0.68724833573371,5-11,233,1997-02-09,Penn State,RB,Saquon Barkley
46073,2,3.87258070188673,5-11,191,1997-04-28,Ohio State,CB,Denzel Ward
46074,9,7.4422593125487,6-4,275,1996-06-24,North Carolina State,OLB,Bradley Chubb
46075,104,0.992959907927808,6-5,330,1996-03-19,Notre Dame,G,Quenton Nelson
46077,28,5.06657668345707,6-0,230,1997-04-08,Georgia,ILB,Roquan Smith
46080,2,5.23492054953496,6-1,207,1996-11-17,Alabama,SS,Minkah Fitzpatrick
46081,161,3.3611666241467,6-4,347,1995-02-05,Washington,NT,Vita Vea
46082,211,4.64072852924826,6-3,320,1997-05-27,Alabama,DT,Daron Payne
46083,34,7.05107090332262,6-6,265,1996-09-04,Texas-San Antonio,DE,Marcus Davenport
46085,12,3.48320465226797,6-5,250,1998-05-02,Virginia Tech,MLB,Tremaine Edmunds
46086,8,2.29651846293932,6-2,215,1996-08-03,Florida State,FS,Derwin James
46088,10,8.42134063619446,6-4,256,1996-02-08,Boise State,OLB,Leighton Vander Esch
46089,136,-0.572202483755263,6-5,311,1996-05-17,Arkansas,C,Frank Ragnow
46090,227,-0.0255710660475825,6-4,312,1994-10-11,Ohio State,C,Billy Price
46091,7,2.99336751898799,6-2,234,1995-11-08,Alabama,ILB,Rashaan Evans
46092,201,1.73755639299278,6-2,310,1995-12-09,Georgia,T,Isaiah Wynn
46094,18,1.63656361808277,6-4,245,1993-08-24,South Carolina,TE,Hayden Hurst
46097,1,2.21863514493922,6-1,217,1997-01-20,Virginia Tech,SS,Terrell Edmunds
46098,35,5.30583792393175,6-4,291,1996-03-11,Florida,DT,Taven Bryan
46102,222,-0.158470230935346,6-4,305,1995-09-05,Nevada,G,Austin Corbett
46103,267,0.304857065071216,6-2,327,1995-09-02,Texas-El Paso,G,Will Hernandez
46104,14,-0.36028730822015,5-11,225,1995-12-27,Georgia,RB,Nick Chubb
46105,22,8.26259007321287,6-2,230,1995-07-27,South Carolina State,MLB,Shaquille Leonard
46108,210,-1.01527628829412,6-3,305,1997-09-13,Iowa,G,James Daniels
46110,189,8.10052820480998,6-2,250,1996-06-05,Boston College,OLB,Harold Landry
46117,102,8.65094586570566,6-2,251,1996-12-28,Southern California,OLB,Uchenna Nwosu
46119,215,-0.296297031213317,6-5,298,1997-05-12,Texas,G,Connor Williams
46121,60,2.69291506908371,6-5,248,1995-07-11,Rutgers,DE,Kemoko Turay
46122,3,7.0396915808441,5-11,205,1995-09-16,North Carolina,SS,M.J. Stewart
46123,5,8.33902571283213,6-1,200,1997-02-26,Wake Forest,FS,Jessie Bates
46127,11,5.02268876545676,6-0,210,1996-09-30,Colorado,CB,Isaiah Oliver
46131,218,1.07315658418996,6-7,297,1995-09-15,Pittsburgh,T,Brian O'Neill
46132,4,6.86972517543865,6-1,206,1996-12-31,Auburn,CB,Carlton Davis
46133,167,7.19956056002044,6-3,277,1995-01-30,Ohio State,DE,Tyquan Lewis
46135,125,7.97538914351289,6-5,250,1995-12-10,Georgia,OLB,Lorenzo Carter
46137,1,7.16976921299769,6-1,204,1997-02-15,Stanford,SS,Justin Reid
46138,118,5.93818338448798,6-3,311,1995-04-20,North Carolina State,DT,B.J. Hill
46139,16,4.74756648612701,6-3,236,1996-11-19,Brigham Young,MLB,Fred Warner
46140,14,-1.9188435268684,6-0,238,1996-02-24,Oregon,RB,Royce Freeman
46141,63,8.16914900358087,6-4,315,1993-10-09,Fort Hays State,DT,Nathan Shepherd
46142,40,3.66233966948131,6-2,225,1996-12-25,Ohio State,ILB,Jerome Baker
46143,101,0.928399462179446,6-6,315,1996-09-10,Louisville,T,Geron Christian
46144,83,3.28611366707881,6-1,310,1996-05-09,Florida State,DT,Derrick Nnadi
46146,205,7.83381877118845,6-5,265,1995-06-29,Ohio State,DE,Sam Hubbard
46148,166,6.72562845433528,6-4,279,1997-05-15,Southern California,DE,Rasheem Green
46151,8,6.91054632765649,6-1,210,1995-02-01,Louisiana-Lafayette,FS,Tracy Walker
46152,297,-0.820755814474542,6-8,345,1996-05-02,Oklahoma,T,Orlando Brown
46153,10,8.81540995155052,6-3,309,1996-08-28,North Carolina State,DT,Justin Jones
46155,3,1.13634470930586,6-5,255,1995-09-06,Oklahoma,TE,Mark Andrews
46156,53,2.78421529347518,6-5,240,1996-05-03,Louisiana State,DE,Arden Key
46157,7,6.3777343639927,6-3,233,1995-03-21,Vanderbilt,ILB,Oren Burks
46162,5,7.58215256928963,6-3,214,1997-04-18,Alabama,SS,Ronnie Harrison
46163,273,-0.230045111749265,6-6,305,1995-01-27,Humboldt State,G,Alex Cappa
46165,30,3.00452527923195,6-3,307,1996-01-25,Stanford,DT,Harrison Phillips
46166,1,-0.461235161715291,6-5,292,1996-03-28,Michigan,C,Mason Cole
46167,12,-1.87383949437653,6-4,243,1992-04-19,Central Florida,TE,Jordan Akins
46168,1,7.82861766218997,6-1,190,1996-02-20,Boston College,CB,Isaac Yiadom
46169,1,4.8843886092302,6-1,220,1994-09-04,Clemson,OLB,Dorian O'Daniel
46170,35,0.0796092501126209,6-3,260,1996-06-06,Indiana,TE,Ian Thomas
46171,6,8.78493559539574,6-5,283,1996-01-25,Ohio State,DE,Jalyn Holmes
46173,17,-0.263980009920095,5-9,198,1996-11-12,North Carolina State,RB,Nyheim Hines
46175,5,3.33570999423088,6-1,236,1994-12-25,Iowa,ILB,Josey Jewell
46180,222,0.771623066793933,6-2,302,1995-10-11,Michigan State,C,Brian Allen
46185,45,8.50490853558727,6-4,255,1997-06-10,Kansas,DE,Dorance Armstrong
46186,10,6.91066416502421,5-10,198,1997-03-18,Pittsburgh,SS,Jordan Whitehead
46187,1,8.91322840105489,5-11,178,1994-11-30,Alabama,CB,Anthony Averett
46188,17,5.15690677372175,6-2,216,1996-03-24,West Virginia,ILB,Kyzir White
46189,27,1.95119187971694,6-4,267,1996-07-08,Washington,TE,Will Dissly
46190,5,2.7884081381764,5-11,192,1996-07-27,Weber State,CB,Taron Johnson
46191,31,8.43787798665634,6-1,235,1994-11-15,UCLA,ILB,Kenny Young
46192,20,0.38870635881496,6-6,260,1995-08-09,Notre Dame,TE,Durham Smythe
46194,4,3.33079786731845,5-9,184,1996-03-31,Pittsburgh,CB,Avonte Maddox
46197,69,4.48267677460819,6-2,287,1996-05-08,North Carolina State,DE,Kentavius Street
46198,29,-0.696558147624135,6-6,303,1996-01-04,North Carolina State,T,Will Richardson
46199,145,7.45030994022036,6-5,253,1997-03-29,Florida State,DE,Josh Sweat
46203,26,0.559579154534176,5-9,210,1996-04-13,Fordham,RB,Chase Edmonds
46204,139,7.0212602880398,6-4,288,1996-09-26,Stephen F. Austin,DE,John Franklin-Myers
46205,32,6.56960817372701,6-2,235,1993-12-16,Mississippi,DE,Marquis Haynes
46206,14,-1.09907852603158,6-5,242,1996-07-11,Stanford,TE,Dalton Schultz
46209,10,2.16560264152026,6-2,291,1995-05-09,Michigan,DT,Maurice Hurst
46212,21,5.43242918818774,6-2,255,1996-08-24,Purdue,ILB,Ja'Whaun Bentley
46214,142,2.42802024616431,6-3,313,1996-09-14,Delaware,DE,Bilal Nichols
46216,2,2.93746259718538,6-0,244,1995-01-25,Virginia,ILB,Micah Kiser
46219,26,2.26677930568632,6-0,250,1995-04-26,Memphis,OLB,Genard Avery
46221,4,7.21229578618984,6-1,209,1995-04-27,Arizona,SS,Dane Cruikshank
46226,35,-0.159352856550527,6-3,254,1995-07-30,Central Michigan,TE,Tyler Conklin
46229,43,3.73412633837348,6-1,253,1995-04-24,Oklahoma,OLB,Ogbonnia Okoronkwo
46230,21,3.44305695396471,6-0,225,1995-01-14,Maryland,MLB,Jermaine Carter
46232,45,2.73231648871077,6-3,308,1997-07-11,Virginia Tech,DT,Tim Settle
46235,218,1.456819896254,6-4,315,1994-11-21,Virginia Tech,G,Wyatt Teller
46249,100,3.4622155507788,6-4,318,1995-03-04,Connecticut,DT,Folorunso Fatukasi
46250,14,7.11786929889823,6-3,260,1994-10-11,Utah,OLB,Kylie Fitts
46253,2,8.91540329783902,6-0,208,1994-06-09,Florida,OLB,Marcell Harris
46255,114,2.25217865479291,6-2,242,1995-12-11,Temple,DE,Jacob Martin
46259,16,3.93523126663538,6-1,210,1997-04-21,Texas,FS,DeShon Elliott
46264,185,5.5225224937633,6-4,310,1995-03-21,Rutgers,NT,Sebastian Joseph
46267,4,5.58690499825682,6-3,320,1997-01-03,Tennessee,G,Reginald McKenzie
46269,25,8.28412706924741,6-2,215,1995-08-02,Yale,ILB,Foyesade Oluokun
46275,101,-1.1145314499036,6-7,332,1994-12-16,Texas Christian,T,Matt Pryor
46284,253,0.532653263680721,6-5,317,1994-11-24,Alabama,C,Bradley Bozeman
46302,158,0.982828064133978,6-8,344,1997-03-31,No College,T,Jordan Mailata
46304,3,7.90188645914079,6-0,236,1996-07-02,Syracuse,OLB,Zaire Franklin
46307,87,2.21601384632479,6-6,290,1995-09-07,Ferris State,DT,Zach Sieler
46313,4,6.5228057953673,6-4,265,1994-12-23,Southern Methodist,OLB,Justin Lawler
46320,9,0.137587673884136,6-0,200,1996-04-22,Northwestern,RB,Justin Jackson
46322,1,-1.53927546570901,6-5,228,1997-02-03,Florida State,WR,Auden Tate
46354,1,5.65525104568402,5-11,184,1996-03-25,Tennessee,CB,Emmanuel Moseley
46367,6,-0.144173799268411,5-8,190,1994-07-24,Colorado,RB,Phillip Lindsay
46387,12,7.33862162874124,6-3,295,1995-05-23,Tennessee,DT,Kendal Vickers
46416,28,7.93267758666138,6-2,285,1996-07-25,UCLA,OLB,Jacob Tuioti-Mariner
46424,6,1.63021285654898,6-1,235,1996-03-17,Penn State,FB,Jason Cabinda
46438,42,8.28969517577814,6-3,315,1994-11-04,Northwestern,NT,Tyler Lancaster
46457,84,3.39524785385353,6-1,248,1997-09-12,Toledo,OLB,Olasunkanmi Adeniyi
46487,142,5.71514604736852,5-11,310,1995-11-19,Texas,NT,Poona Ford
46504,14,8.24961083947079,6-3,300,1994-01-13,Washington State,DT,Daniel Ekuale
46521,34,7.8745714715072,6-2,233,1995-07-27,Iowa,ILB,Ben Niemann
46526,14,0.337898644180635,5-11,224,1995-04-15,Louisiana State,RB,Darrel Williams
46527,34,8.88027157840259,6-3,235,1996-09-19,Washington State,OLB,Frankie Luvu
46536,3,-1.30642978118405,6-2,245,1994-09-07,Nevada-Las Vegas,FB,Johnny Stanton
46543,25,4.25872958713976,6-4,280,1995-09-19,Oregon,DE,Henry Mondeaux
46618,35,8.20093381940296,6-2,305,1995-08-18,South Carolina,DT,Taylor Stallworth
46629,46,1.21382534708315,6-5,307,1995-11-27,Nebraska,C,Nick Gates
46652,2,3.04924196088691,5-11,189,1996-08-07,Georgia State,CB,Chandon Sullivan
46657,31,7.55964952323115,6-0,232,1994-08-09,Sioux Falls,OLB,Dennis Gardeck
46672,2,2.14559741443481,5-10,205,1996-03-11,Ferris State,CB,Tavierre Thomas
46679,150,-1.7942122697375,6-2,302,1996-09-16,Southern Methodist,C,Evan Brown
46680,5,7.56839941828817,5-10,205,1996-04-27,Temple,SS,Sean Chandler
46689,32,-0.380157474751371,6-6,318,1994-10-05,Iowa,G,Ike Boettger
46700,4,2.88887709776415,5-11,185,1996-03-05,Vanderbilt,CB,Tre Herndon
46757,2,7.96173271237874,6-1,195,1996-05-16,Middle Tennessee,CB,Charvarius Ward
46775,2,3.12356313173969,6-1,198,1995-11-17,Maryland,CB,J.C. Jackson
46778,1,2.35995006707944,5-11,202,1995-12-15,Mississippi,FS,A.J. Moore
46786,2,6.70914467475939,6-4,275,07/16/1995,Old Dominion,DE,Bunmi Rotimi
46796,7,2.23639124884157,6-4,272,1995-12-30,Buffalo,DE,Demone Harris
46843,3,4.67220453867226,6-4,250,1995-10-01,Temple,OLB,Sharif Finch
46902,5,5.92722052137734,6-1,229,1995-12-14,Western Michigan,OLB,Robert Spillane
46958,23,2.99520247064643,6-2,230,1995-07-23,North Dakota State,MLB,Chris Board
47016,39,7.10156379125799,6-2,255,1991-12-24,Tennessee,ILB,A.J. Johnson
47605,9,-1.58412257779135,5-10,208,1996-02-27,South Florida,RB,D'Ernest Johnson
47749,11,-1.66567377152291,6-3,255,1994-12-15,Tennessee,FB,Jakob Johnson
47785,137,4.23656951726683,6-4,266,1997-10-23,Ohio State,DE,Nick Bosa
47786,130,3.2523293831692,6-3,303,1997-12-21,Alabama,NT,Quinnen Williams
47787,53,7.15041233798652,6-4,265,1997-05-17,Clemson,DE,Clelin Ferrell
47788,55,6.15327726443504,6-0,237,1998-02-17,Louisiana State,ILB,Devin White
47790,141,7.56309729774657,6-5,262,1997-07-13,Kentucky,OLB,Josh Allen
47791,11,-1.4698765736117,6-5,248,1997-07-03,Iowa,TE,T.J. Hockenson
47792,117,6.66554958372044,6-1,287,1997-12-12,Houston,DT,Ed Oliver
47793,12,7.55998088787895,5-11,233,1998-07-18,Michigan,ILB,Devin Bush
47794,224,0.0375039238600698,6-4,305,1997-11-17,Alabama,T,Jonah Williams
47795,178,7.16673276682347,6-5,277,1997-12-03,Michigan,OLB,Rashan Gary
47796,140,4.47422735430437,6-4,315,1995-12-20,Clemson,DT,Christian Wilkins
47797,256,-0.334285652613531,6-4,307,1997-02-08,Boston College,G,Chris Lindstrom
47799,174,5.78066764953081,6-5,250,1998-04-23,Florida State,DE,Brian Burns
47800,152,2.89174832768891,6-4,342,1997-11-12,Clemson,DE,Dexter Lawrence
47801,218,-1.86601464286319,6-3,305,1995-06-20,North Carolina State,C,Garrett Bradbury
47802,222,2.11735466319595,6-4,300,1997-07-28,Mississippi State,DT,Jeffery Simmons
47803,16,-0.662104713237381,6-4,249,1997-11-20,Iowa,TE,Noah Fant
47804,1,5.28216683767917,5-11,200,1997-07-30,Maryland,SS,Darnell Savage
47805,161,1.66296608141394,6-5,315,1995-10-03,Washington State,T,Andre Dillard
